code,description,level,revit,
Pr_20_85_09_02,Aluminium brackets,5,-2001354,
Pr_20_85_09_03,Aluminium bronze brackets,5,-2001354,
Pr_20_85_09_05,Aluminium downpipe brackets,5,-2001354,
Pr_20_85_09_07,Aluminium rainwater gutter brackets,5,-2001354,
Pr_20_85_09_09,Bracketed angle supports,5,-2001354,
Pr_20_85_09_11,Carbon steel brackets,5,-2001354,
Pr_20_85_09_12,Carbon steel cavity barrier brackets,5,-2001354,
Pr_20_85_09_14,Carbon steel fencing brackets,5,-2001354,
Pr_20_85_09_16,Carbon steel masonry brackets,5,-2001354,
Pr_20_85_09_17,Cast and wrought iron brackets,5,-2001354,
Pr_20_85_09_18,Cast iron downpipe brackets,5,-2001354,
Pr_20_85_09_19,Cast iron rainwater gutter brackets,5,-2001354,
Pr_20_85_09_20,Copper brackets,5,-2001354,
Pr_20_85_09_21,Copper downpipe brackets,5,-2001354,
Pr_20_85_09_22,Copper rainwater gutter brackets,5,-2001354,
Pr_20_85_09_23,Curtain wall adjustable support brackets,5,-2001354,
Pr_20_85_09_24,Downpipe brackets,5,-2001354,
Pr_20_85_09_26,Eaves gutter brackets,5,-2001354,
Pr_20_85_09_28,Extinguisher mounting brackets,5,-2001354,
Pr_20_85_09_30,Fire bucket wall brackets,5,-2001354,
Pr_20_85_09_31,Galvanized steel downpipe brackets,5,-2001354,
Pr_20_85_09_32,Galvanized steel rainwater gutter brackets,5,-2001354,
Pr_20_85_09_33,Galvanized steel brackets,5,-2001354,
Pr_20_85_09_37,Hollow box galvanized steel brackets,5,-2001354,
Pr_20_85_09_38,Hot-dip pre-coated carbon steel downpipe brackets,5,-2001354,
Pr_20_85_09_39,Hot-dip pre-coated carbon steel rainwater gutter brackets,5,-2001354,
Pr_20_85_09_42,Individual masonry brackets,5,-2001354,
Pr_20_85_09_46,Ladder gutter brackets,5,-2001354,
Pr_20_85_09_47,Ladder wall brackets,5,-2001354,
Pr_20_85_09_48,Louvre and shading mounting brackets,5,-2001354,
Pr_20_85_09_52,Metal timber member fixing brackets,5,-2001354,
Pr_20_85_09_54,Mounting brackets,5,-2001354,
Pr_20_85_09_62,Phosphor bronze brackets,5,-2001354,
Pr_20_85_09_63,Plastics brackets,5,-2001354,
Pr_20_85_09_72,Roof gutter brackets,5,-2001354,
Pr_20_85_09_81,Stainless steel brackets,5,-2001354,
Pr_20_85_09_82,Stainless steel cavity barrier brackets,5,-2001354,
Pr_20_85_09_84,Stainless steel handrail brackets,5,-2001354,
Pr_20_85_09_87,Stainless steel masonry brackets,5,-2001354,
Pr_20_85_09_88,Sink supports,5,-2001354,
Pr_20_85_09_92,Unplasticized polyvinyl chloride (PVC-U) downpipe brackets,5,-2001354,
Pr_20_85_09_93,Unplasticized polyvinyl chloride (PVC-U) rainwater gutter brackets,5,-2001354,
Pr_20_85_09_96,Wall-hung WC support brackets,5,-2001354,
Pr_20_85_09_98,Washbasin support brackets,5,-2001354,
Pr_20_85_11,Bridge suspension cables,4,-2001320,
Pr_20_85_11_48,Locked coil strand cables,5,-2001320,
Pr_20_85_11_60,Parallel wire strand cables,5,-2001320,
Pr_20_85_11_80,Spiral strand cables,5,-2001320,
Pr_20_85_13,Concrete base and foundation products,4,-2001300,
Pr_20_85_13_29,Concrete bases for fence posts,5,-2001300,
Pr_20_85_13_30,Concrete floating slab foundations,5,-2001300,
Pr_20_85_13_32,Concrete foundation pads,5,-2001300,
Pr_20_85_13_35,Concrete ground beams,5,-2001300,
Pr_20_85_13_63,Concrete plinth units,5,-2001300,
Pr_20_85_13_65,Concrete pocket foundations,5,-2001300,
Pr_20_85_14,Concrete flooring and decking products,4,-2000032,
Pr_20_85_14_14,Concrete hollow core slabs,5,-2000032,
Pr_20_85_14_15,Concrete kentledge blocks,5,-2000032,
Pr_20_85_14_16,Concrete solid slabs,5,-2000032,
Pr_20_85_16,Columns and column accessories,4,-2001330,
Pr_20_85_16_02,Aluminium structural columns,5,-2001330,
Pr_20_85_16_03,Aluminium column shoes,5,-2001330,
Pr_20_85_16_11,Carbon steel columns,5,-2001330,
Pr_20_85_16_12,Carbon steel column shoes,5,-2001330,
Pr_20_85_16_14,Cast iron columns,5,-2001330,
Pr_20_85_16_15,Concrete columns,5,-2001330,
Pr_20_85_16_36,Hardwood structural columns,5,-2001330,
Pr_20_85_16_62,Plastics columns,5,-2001330,
Pr_20_85_16_81,Softwood structural columns,5,-2001330,
Pr_20_85_16_84,Stainless steel structural columns,5,-2001330,
Pr_20_85_16_85,Stainless steel column shoes,5,-2001330,
Pr_20_85_16_86,Stone columns,5,-2001330,
Pr_20_85_16_96,Wind posts,5,-2001330,
Pr_20_85_32_01,Aluminium-zinc coated retention grids,5,-2001320,
Pr_20_85_32_02,Aluminium frames,5,-2001320,
Pr_20_85_32_04,Aluminium structural sealant glazing subframes,5,-2001320,
Pr_20_85_32_06,Aluminium subframes,5,-2001320,
Pr_20_85_32_11,Carbon steel frames,5,-2001320,
Pr_20_85_32_12,Carbon steel frame fasteners,5,-2001320,
Pr_20_85_32_13,Carbon steel structural sealant glazing subframes,5,-2001320,
Pr_20_85_32_14,Carbon steel dry lining frames,5,-2001320,
Pr_20_85_32_16,Carbon steel subframes,5,-2001320,
Pr_20_85_32_22,Demountable suspended ceiling grids,5,-2000038,
Pr_20_85_32_30,Floor level chute support frames,5,-2001320,
Pr_20_85_32_80,Solar module ballasted mounting frames,5,-2001320,
Pr_20_85_32_81,Solar module free-standing mounting frames,5,-2001320,
Pr_20_85_32_82,Space frames,5,-2001320,
Pr_20_85_32_84,Stainless steel frames,5,-2001320,
Pr_20_85_32_85,Stainless steel frame fasteners,5,-2001320,
Pr_20_85_32_88,Timber dry lining frames,5,-2001320,
Pr_20_85_32_92,Unplasticized polyvinyl chloride (PVC-U) frames,5,-2001320,
Pr_20_85_32_93,Unplasticized polyvinyl chloride (PVC-U) subframes,5,-2001320,
Pr_20_85_32_94,Unplasticized polyvinyl chloride (PVC-U) window subframes,5,-2001320,
Pr_20_85_32_96,Wood frames,5,-2001320,
Pr_20_85_32_97,Wood subframes,5,-2001320,
Pr_20_85_32_98,Wood window subframes,5,-2001320,
Pr_20_85_46,Lathings and furrings,4,-2000011,
Pr_20_85_46_21,Damp-proof lathings,5,-2000011,
Pr_20_85_46_28,Expanded metal lathings,5,-2000011,
Pr_20_85_46_36,Hardwood furrings,5,-2000011,
Pr_20_85_46_52,Metal arch form lathings,5,-2000011,
Pr_20_85_46_53,Metal furring channels,5,-2000011,
Pr_20_85_46_96,Wood lathings,5,-2000011,
Pr_20_85_46_97,Wood tapered furring pieces,5,-2000011,
Pr_20_85_47,"Legs, pedestals, hangers and stringers",4,-2000038,
Pr_20_85_47_01,Access floor bridging sections,5,-2000038,
Pr_20_85_47_02,Access floor pedestals,5,-2000038,
Pr_20_85_47_03,Access floor stringers,5,-2000038,
Pr_20_85_47_04,Acoustic batten cradles,5,-2000038,
Pr_20_85_47_20,Cubicle and partition legs,5,-2000038,
Pr_20_85_47_22,Decking and paving pedestals,5,-2000038,
Pr_20_85_47_47,Leg supports,5,-2000038,
Pr_20_85_47_49,Metal J hangers,5,-2000038,
Pr_20_85_47_50,Metal hanging rails,5,-2000038,
Pr_20_85_47_51,Metal suspended ceiling hangers,5,-2000038,
Pr_20_85_47_53,Metal stair stringers,5,-2000038,
Pr_20_85_47_84,Stair stringers,5,-2000038,
Pr_20_85_47_88,Timber dowel hanging rails,5,-2000038,
Pr_20_85_47_90,Timber stair stringers,5,-2000038,
Pr_20_85_48,Lintels,4,-2001320,
Pr_20_85_48_02,Aggregate concrete trough lintels,5,-2001320,
Pr_20_85_48_11,Carbon steel lintels,5,-2001320,
Pr_20_85_48_13,Clay block trough lintels,5,-2001320,
Pr_20_85_48_15,Concrete lintels,5,-2001320,
Pr_20_85_48_33,Glass-reinforced concrete (GRC) built-in lintel heads,5,-2001320,
Pr_20_85_48_34,Glass-reinforced concrete (GRC) dressing lintel heads,5,-2001320,
Pr_20_85_48_43,Inset open fireplace throat-forming lintels and corbel units,5,-2001320,
Pr_20_85_48_50,Manufactured stone lintels,5,-2001320,
Pr_20_85_48_56,Natural stone lintels,5,-2001320,
Pr_20_85_48_67,Prestressed concrete lintels,5,-2001320,
Pr_20_85_48_84,Stainless steel lintels,5,-2001320,
Pr_20_85_48_88,Timber lintels,5,-2001320,
Pr_20_85_50,Masts and poles,4,-2001350,
Pr_20_85_50_01,Aeronautical ground lighting masts,5,-2001350,
Pr_20_85_50_04,Antenna poles,5,-2001350,
Pr_20_85_50_50,Metal windsock masts,5,-2001350,
Pr_20_85_50_64,Plastics windsock masts,5,-2001350,
Pr_20_85_50_85,Surveillance camera masts,5,-2001350,
Pr_20_85_50_90,Traffic signal poles,5,-2001350,
Pr_20_85_62,Piles and ancillary products,4,-2001300,
Pr_20_85_62_10,Carbon steel displacement piles,5,-2001300,
Pr_20_85_62_11,Carbon steel pile casings,5,-2001300,
Pr_20_85_62_12,Carbon steel pile shoes,5,-2001300,
Pr_20_85_62_13,Carbon steel screw piles,5,-2001300,
Pr_20_85_62_14,Carbon steel sheet piles,5,-2001300,
Pr_20_85_62_15,Cast steel pile shoes,5,-2001300,
Pr_20_85_62_16,Composite steel sheet piles,5,-2001300,
Pr_20_85_62_17,Concrete cantilevered knuckle piles,5,-2001300,
Pr_20_85_62_18,Concrete piles,5,-2001300,
Pr_20_85_62_19,Concrete pile caps,5,-2001300,
Pr_20_85_62_23,Concrete sheet piles,5,-2001300,
Pr_20_85_62_36,Hardwood piles,5,-2001300,
Pr_20_85_62_64,Plastics drainage weep holes,5,-2001300,
Pr_20_85_62_65,Plastics screw piles,5,-2001300,
Pr_20_85_62_66,Plastics sheet piles,5,-2001300,
Pr_20_85_62_77,Sheet pile wall corner connectors,5,-2001300,
Pr_20_85_62_80,Softwood piles,5,-2001300,
Pr_20_85_62_88,Timber pile brooming rings,5,-2001300,
Pr_20_85_70_76,Screw spikes,5,-2009030,
Pr_20_85_70_80,Soleplates,5,-2009030,
Pr_20_85_70_82,Spring spikes,5,-2009030,
Pr_20_85_74_70,Rail packing shims,5,-2009030,
Pr_20_85_90_02,Aluminium lattice trusses and frames,5,-2001320,
Pr_20_85_90_11,Carbon steel lattice floor joists and purlins,5,-2001320,
Pr_20_85_90_12,Carbon steel pitched roof trusses,5,-2001336,
Pr_20_85_90_36,Hardwood lattice joists,5,-2001320,
Pr_20_85_90_37,Hardwood trussed rafters,5,-2001336,
Pr_20_85_90_38,Hardwood trusses,5,-2001336,
Pr_20_85_90_81,Softwood trusses,5,-2001336,
Pr_20_85_90_82,Softwood trussed rafters,5,-2001336,
Pr_20_85_90_84,Steel lattice frames,5,-2001336,
Pr_20_93,Unit structure and general products,3,-2000011,
Pr_20_93_33,Glass blocks and panels,4,-2000011,
Pr_20_93_33_12,Cellular glass thermal blocks,5,-2000011,
Pr_20_93_33_30,Fire rated glass block wall panels,5,-2000011,
Pr_20_93_33_31,Glass block dry joint spacers,5,-2000011,
Pr_20_93_33_32,Glass block mortar joint spacers,5,-2000011,
Pr_20_93_33_33,Glass block wall panels,5,-2000011,
Pr_20_93_33_34,Glass blocks,5,-2000011,
Pr_20_93_33_52,Mortar jointed glass block wall panels,5,-2000011,
Pr_20_93_33_53,Mortar jointed and sealant pointed glass block wall panels,5,-2000011,
Pr_20_93_33_76,Sealant jointed glass block wall panels,5,-2000011,
Pr_20_93_51,Masonry flooring units,4,-2000032,
Pr_20_93_51_02,Aggregate concrete infill blocks,5,-2000032,
Pr_20_93_51_05,Autoclaved aerated concrete (AAC) infill blocks,5,-2000032,
Pr_20_93_51_28,Expanded polystyrene (EPS) infill blocks,5,-2000032,
Pr_20_93_52,Masonry walling units,4,-2000011,
Pr_20_93_52_01,Aggregate concrete blocks,5,-2000011,
Pr_20_93_52_02,Aggregate concrete bricks,5,-2000011,
Pr_20_93_52_05,Autoclaved aerated concrete (AAC) blocks,5,-2000011,
Pr_20_93_52_11,Calcium silicate blocks,5,-2000011,
Pr_20_93_52_12,Calcium silicate bricks,5,-2000011,
Pr_20_93_52_13,Cast stone masonry units,5,-2000011,
Pr_20_93_52_14,Clay blocks,5,-2000011,
Pr_20_93_52_15,Clay bricks,5,-2000011,
Pr_20_93_52_16,Clay brick slips,5,-2000011,
Pr_20_93_52_23,Dimensioned stones,5,-2000011,
Pr_20_93_52_27,Engineering bricks,5,-2000011,
Pr_20_93_52_32,Glazed clay brick slips,5,-2000011,
Pr_20_93_52_33,Glass-reinforced concrete (GRC) blocks,5,-2000011,
Pr_20_93_52_34,Glazed clay bricks,5,-2000011,
Pr_20_93_52_35,Glazed concrete blocks,5,-2000011,
Pr_20_93_52_36,Gypsum blocks,5,-2000011,
Pr_20_93_52_42,Insulated concrete blocks,5,-2000011,
Pr_20_93_52_50,Manufactured stone blocks,5,-2000011,
Pr_20_93_52_56,Natural dimensioned stones,5,-2000011,
Pr_20_93_52_57,Natural rubble stones,5,-2000011,
Pr_20_93_52_58,Natural stone plugs,5,-2000011,
Pr_20_93_52_71,Reclaimed clay bricks,5,-2000011,
Pr_20_93_52_73,Refractory bricks,5,-2000011,
Pr_20_93_52_74,Replacement natural dimensioned stones,5,-2000011,
Pr_20_93_52_75,Salvaged natural stones,5,-2000011,
Pr_20_93_52_87,Terracotta units,5,-2000011,
Pr_20_93_52_89,Thin joint autoclaved aerated concrete (AAC) blocks,5,-2000011,
Pr_20_93_71,Retaining wall units ,4,-2000011,
Pr_20_93_71_11,Carbon steel spreader plates,5,-2000011,
Pr_20_93_71_15,Concrete interlocking blocks,5,-2000011,
Pr_20_93_71_16,Concrete crib wall units,5,-2000011,
Pr_20_93_71_17,Concrete panels,5,-2000011,
Pr_20_93_71_18,Concrete diaphragm wall units,5,-2000011,
Pr_20_93_71_53,Modular reinforced concrete stem wall units,5,-2000011,
Pr_20_93_71_63,Pre-filled caged containers,5,-2000011,
Pr_20_93_71_65,Preformed stop ends,5,-2000011,
Pr_20_93_71_75,Sawn hardwood crib wall units,5,-2000011,
Pr_20_93_84,Structural roofing units,4,-2000035,
Pr_20_93_84_15,Concrete arch units,5,-2000035,
Pr_20_93_84_16,Concrete dome units,5,-2000035,
Pr_20_93_85,Structural units,4,-2000011,
Pr_20_93_85_14,Concrete solid wall and composite wall units,5,-2000011,
Pr_20_93_85_16,Concrete structural insulated panels (SIPs),5,-2000011,
Pr_20_93_85_52,Metal structural insulated panels (SIPs),5,-2000011,
Pr_20_93_85_88,Timber-framed straw-filled panels,5,-2000011,
Pr_20_93_85_90,Timber structural insulated panels (SIPs),5,-2000011,
Pr_20_96_71,Reinforcement,4,-2009003,
Pr_20_96_71_10,Carbon steel bed joint reinforcement,5,-2009003,
Pr_20_96_71_11,Carbon steel cage reinforcement,5,-2009003,
Pr_20_96_71_12,Carbon steel fabric reinforcement,5,-2009003,
Pr_20_96_71_13,Carbon steel plain bar reinforcement,5,-2009003,
Pr_20_96_71_14,Carbon steel ribbed bar reinforcement,5,-2009003,
Pr_20_96_71_15,Carbon steel post-installed starter bars,5,-2009003,
Pr_20_96_71_16,Carbon steel tendons,5,-2009003,
Pr_20_96_71_17,Copper rod reinforcement,5,-2009003,
Pr_20_96_71_28,Fibre-reinforced plastics bar reinforcement,5,-2009003,
Pr_20_96_71_30,Fibrous reinforcement,5,-2009003,
Pr_20_96_71_33,Glass fibre fleece reinforcement,5,-2009003,
Pr_20_96_71_34,Glass fibre mesh reinforcement,5,-2009003,
Pr_20_96_71_35,Glass fibre reinforcement mats,5,-2009003,
Pr_20_96_71_36,Glass fibre reinforcement tendons,5,-2009003,
Pr_20_96_71_51,Mechanical reinforcement couplers,5,-2009003,
Pr_20_96_71_52,Meshwork joint reinforcement,5,-2009003,
Pr_20_96_71_62,Phosphor bronze rod reinforcement,5,-2009003,
Pr_20_96_71_64,Polyester (PES) fibre fleece reinforcement,5,-2009003,
Pr_20_96_71_66,Prefabricated continuity reinforcement strips,5,-2009003,
Pr_20_96_71_67,Prefabricated reinforcement,5,-2009003,
Pr_20_96_71_83,Stainless steel bed joint reinforcement,5,-2009003,
Pr_20_96_71_84,Stainless steel fabric reinforcement,5,-2009003,
Pr_20_96_71_85,Stainless steel plain bar reinforcement,5,-2009003,
Pr_20_96_71_86,Stainless steel ribbed bar reinforcement,5,-2009003,
Pr_20_96_71_87,Stainless steel post-installed starter bars,5,-2009003,
Pr_20_96_71_97,Welded wire mesh reinforcement,5,-2009003,
Pr_25_30_30,"Floor plates, gratings and edgings",4,-2000032,
Pr_25_30_30_01,Aluminium cold-formed planks,5,-2000032,
Pr_25_30_30_02,Aluminium duckboards,5,-2000032,
Pr_25_30_30_03,Aluminium edging sections,5,-2000032,
Pr_25_30_30_04,Aluminium expanded gratings,5,-2000032,
Pr_25_30_30_05,Aluminium open bar metal gratings,5,-2000032,
Pr_25_30_30_06,Aluminium solid metal plates,5,-2000032,
Pr_25_30_30_12,Carbon steel cold-formed planks,5,-2000032,
Pr_25_30_30_14,Carbon steel edging sections,5,-2000032,
Pr_25_30_30_16,Carbon steel expanded gratings,5,-2000032,
Pr_25_30_30_18,Carbon steel open bar metal gratings,5,-2000032,
Pr_25_30_30_20,Carbon steel solid metal plates,5,-2000032,
Pr_25_30_30_22,Concrete planks,5,-2000032,
Pr_25_30_30_34,Glass-reinforced plastics (GRP) moulded open mesh gratings,5,-2000032,
Pr_25_30_30_36,Hardwood duckboards,5,-2000032,
Pr_25_30_30_58,Open bar glass-reinforced plastics (GRP) gratings,5,-2000032,
Pr_25_30_30_63,Plastics perforated gratings,5,-2000032,
Pr_25_30_30_80,Softwood duckboards,5,-2000032,
Pr_25_30_30_81,Solid glass-reinforced plastics (GRP) plates,5,-2000032,
Pr_25_30_30_82,Stainless steel cold-formed planks,5,-2000032,
Pr_25_30_30_83,Stainless steel edging sections,5,-2000032,
Pr_25_30_30_84,Stainless steel expanded gratings,5,-2000032,
Pr_25_30_30_85,Stainless steel open bar metal gratings,5,-2000032,
Pr_25_30_30_86,Stainless steel solid metal plates,5,-2000032,
Pr_25_30_36,Handrails,4,-2000126,
Pr_25_30_36_03,Aluminium handrails,5,-2000126,
Pr_25_30_36_11,Carbon steel handrails,5,-2000126,
Pr_25_30_36_30,Fibre-reinforced polymer handrails,5,-2000126,
Pr_25_30_36_34,Grab rails,5,-2000126,
Pr_25_30_36_50,Manufactured stone handrails,5,-2000126,
Pr_25_30_36_63,Plastics handrails,5,-2000126,
Pr_25_30_36_84,Stainless steel handrails,5,-2000126,
Pr_25_30_36_96,Wood handrails,5,-2000126,
Pr_25_30_75,Safety cages,4,-2001350,
Pr_25_30_75_02,Aluminium ladder safety cages,5,-2001350,
Pr_25_30_75_15,Carbon steel ladder safety cages,5,-2001350,
Pr_25_30_75_80,Stainless steel ladder safety cages,5,-2001350,
Pr_25_30_85,Stair and ladder units,4,-2001350,
Pr_25_30_85_02,Access ladders,5,-2001350,
Pr_25_30_85_03,Aluminium loft ladders,5,-2001350,
Pr_25_30_85_11,Cat ladders,5,-2001350,
Pr_25_30_85_16,Curved internal staircases,5,-2000120,
Pr_25_30_85_22,Drainage access chamber ladders,5,-2001350,
Pr_25_30_85_23,Drainage access chamber steps,5,-2001350,
Pr_25_30_85_36,Hardwood loft ladders,5,-2001350,
Pr_25_30_85_48,Lift pit ladders,5,-2001350,
Pr_25_30_85_64,Pool ladders,5,-2001350,
Pr_25_30_85_65,Pool stepladders,5,-2001350,
Pr_25_30_85_73,Roll-up ladders,5,-2001350,
Pr_25_30_85_79,Sliding ladders,5,-2001350,
Pr_25_30_85_83,Steel loft ladders,5,-2001350,
Pr_25_30_85_84,Spiral internal staircases,5,-2000120,
Pr_25_30_85_85,Step-over ladders,5,-2001350,
Pr_25_30_85_86,Straight internal staircases,5,-2000120,
Pr_25_30_85_90,Travelling ladders,5,-2001350,
Pr_25_30_90,Treads and landing units,4,-2000120,
Pr_25_30_90_02,Aluminium stair landing units,5,-2000120,
Pr_25_30_90_04,Aluminium stair treads,5,-2000120,
Pr_25_30_90_09,Carbon steel stair landing units,5,-2000120,
Pr_25_30_90_10,Carbon steel stair treads,5,-2000120,
Pr_25_30_90_11,Concrete glazed stair treads,5,-2000120,
Pr_25_30_90_12,Concrete glazed stair landing panels,5,-2000120,
Pr_25_30_90_13,Concrete helical stair flight units,5,-2000120,
Pr_25_30_90_14,Concrete spiral stair flight units,5,-2000120,
Pr_25_30_90_15,Concrete stair flight and landing units,5,-2000120,
Pr_25_30_90_16,Concrete stair flight units,5,-2000120,
Pr_25_30_90_17,Concrete stair landing units,5,-2000120,
Pr_25_30_90_18,Concrete step units,5,-2000120,
Pr_25_30_90_19,Concrete stair treads,5,-2000120,
Pr_25_30_90_32,Glass stair landing units,5,-2000120,
Pr_25_30_90_33,Glass stair treads,5,-2000120,
Pr_25_30_90_34,Glued laminated timber stair landing units,5,-2000120,
Pr_25_30_90_35,Glued laminated timber stair treads,5,-2000120,
Pr_25_30_90_36,Hardwood stair treads,5,-2000120,
Pr_25_30_90_37,Hardwood stair landing units,5,-2000120,
Pr_25_30_90_62,Plastics stair landing units,5,-2000120,
Pr_25_30_90_63,Plastics stair treads,5,-2000120,
Pr_25_30_90_80,Softwood stair landing units,5,-2000120,
Pr_25_30_90_81,Softwood stair treads,5,-2000120,
Pr_25_30_90_82,Stainless steel stair landing units,5,-2000120,
Pr_25_30_90_83,Stainless steel stair treads,5,-2000120,
Pr_25_30_90_84,Stone stair treads,5,-2000120,
Pr_25_30_90_85,Stone step units,5,-2000120,
Pr_25_30_90_86,Stone stair landing units,5,-2000120,
Pr_25_71_35_30,Fibre-reinforced gypsum floor boards,5,-2000032,
Pr_25_71_42_70,Raised access floor panels,5,-2000032,
Pr_25_71_42_71,Raised access floor panels with finish,5,-2000032,
Pr_25_71_43_33,Glass-reinforced plastics (GRP) ceilings,5,-2000038,
Pr_25_71_53,Mirrors,4,-2001350,
Pr_25_71_53_06,Bathroom mirrors,5,-2001350,
Pr_25_71_53_30,Framed glass mirrors,5,-2001350,
Pr_25_71_53_31,Framed metal mirrors,5,-2001350,
Pr_25_71_53_32,Framed plastics mirrors,5,-2001350,
Pr_25_71_53_46,Large mirrors,5,-2001350,
Pr_25_71_53_65,Platform mirrors,5,-2001350,
Pr_25_71_53_70,Rail mirrors,5,-2001350,
Pr_25_71_53_73,Road mirrors,5,-2001350,
Pr_25_71_53_82,Small mirrors,5,-2001350,
Pr_25_71_53_91,Unframed glass mirrors,5,-2001350,
Pr_25_71_53_92,Unframed metal mirrors,5,-2001350,
Pr_25_71_53_93,Unframed plastics mirrors,5,-2001350,
Pr_25_93_72,Roofing and cladding units,4,-2000035,
Pr_25_93_72_08,Bitumen membrane shingles,5,-2000035,
Pr_25_93_72_11,Ceramic slates,5,-2000035,
Pr_25_93_72_12,Clay interlocking tiles,5,-2000035,
Pr_25_93_72_13,Clay plain tiles,5,-2000035,
Pr_25_93_72_14,Clay tile coursing fittings,5,-2000035,
Pr_25_93_72_15,Clay tile ornamental fittings,5,-2000035,
Pr_25_93_72_16,Clay tile vertical tiling angle fittings,5,-2000035,
Pr_25_93_72_17,Concrete interlocking tiles,5,-2000035,
Pr_25_93_72_18,Concrete plain tiles,5,-2000035,
Pr_25_93_72_19,Concrete tile coursing fittings,5,-2000035,
Pr_25_93_72_20,Concrete tile ornamental fittings,5,-2000035,
Pr_25_93_72_21,Concrete tile vertical tiling angle fittings,5,-2000035,
Pr_25_93_72_30,Fibre-cement slates,5,-2000035,
Pr_25_93_72_31,Fibre-cement slate coursing fittings,5,-2000035,
Pr_25_93_72_36,Hardwood shakes,5,-2000035,
Pr_25_93_72_37,Hardwood shingles,5,-2000035,
Pr_25_93_72_52,Metal tiles,5,-2000035,
Pr_25_93_72_56,Natural slates,5,-2000035,
Pr_25_93_72_57,Natural stone slates,5,-2000035,
Pr_25_93_72_72,Reconstituted interlocking slates,5,-2000035,
Pr_25_93_72_73,Reconstituted slate coursing fittings,5,-2000035,
Pr_25_93_72_79,Slate coursing fittings,5,-2000035,
Pr_25_93_72_96,Wood shakes,5,-2000035,
Pr_25_93_72_97,Wood shingles,5,-2000035,
Pr_25_93_72_98,Wood shingle pattern fittings,5,-2000035,
Pr_30_59_01,Access ramps,4,-2000180,
Pr_30_59_01_11,Vehicle ramps,5,-2000180,
Pr_30_59_01_23,Dog ramps,5,-2000180,
Pr_30_59_01_27,Equipment loading ramps,5,-2000180,
Pr_30_59_01_90,Train boarding ramps,5,-2000180,
Pr_30_59_01_96,Wheelchair ramps,5,-2000180,
Pr_30_59_07,Blinds and shading devices,4,-2001350,
Pr_30_59_07_02,Aluminium shutters,5,-2001350,
Pr_30_59_07_03,Anti-glare screens,5,-2001350,
Pr_30_59_07_05,Awnings ,5,-2001350,
Pr_30_59_07_07,Blackout blinds,5,-2001350,
Pr_30_59_07_26,External roller blinds,5,-2001350,
Pr_30_59_07_27,External venetian blinds,5,-2001350,
Pr_30_59_07_31,Freezer blinds,5,-2001350,
Pr_30_59_07_60,Panel blinds,5,-2001350,
Pr_30_59_07_64,Pinoleum blinds,5,-2001350,
Pr_30_59_07_66,Pleated blinds,5,-2001350,
Pr_30_59_07_68,Polyvinyl chloride (PVC) shutters,5,-2001350,
